ID,list,item,condition,rating,modal
47870446,3,13,H,95,may_certainly
47870446,3,14,L,45,may_certainly
47870446,3,15,HL,84,may_certainly
47870446,3,16,LH,85,may_certainly
47870446,3,1,L,NA,must_probably
47870446,3,2,HL,NA,must_probably
47870446,3,3,LH,NA,must_probably
47870446,3,4,H,NA,must_probably
47870446,3,5,L,NA,would_possibly
47870446,3,6,HL,NA,would_possibly
47870446,3,7,LH,NA,would_possibly
47870446,3,8,H,NA,would_possibly
47870446,3,9,L,NA,might_probably
47870446,3,10,HL,NA,might_probably
47870446,3,11,LH,NA,might_probably
47870446,3,12,H,NA,might_probably
47870446,3,13,L,NA,may_certainly
47870446,3,14,HL,NA,may_certainly
47870446,3,15,LH,NA,may_certainly
47870446,3,16,H,NA,may_certainly
50001602,1,1,HL,52,must_probably
50001602,1,2,LH,53,must_probably
50001602,1,3,H,80,must_probably
50001602,1,4,L,57,must_probably
50001602,1,5,HL,55,would_possibly
50001602,1,6,LH,63,would_possibly
50001602,1,7,H,50,would_possibly
50001602,1,8,L,51,would_possibly
50001602,1,9,HL,51,might_probably
50001602,1,10,LH,61,might_probably
50001602,1,11,H,54,might_probably
50001602,1,12,L,54,might_probably
50001602,1,13,HL,51,may_certainly
50001602,1,14,LH,60,may_certainly
50001602,1,15,H,97,may_certainly
50001602,1,16,L,50,may_certainly
50001602,1,1,LH,NA,must_probably
50001602,1,2,H,NA,must_probably
50001602,1,3,L,NA,must_probably
50001602,1,4,HL,NA,must_probably
50001602,1,5,LH,NA,would_possibly
50001602,1,6,H,NA,would_possibly
50001602,1,7,L,NA,would_possibly
50001602,1,8,HL,NA,would_possibly
50001602,1,9,LH,NA,might_probably
50001602,1,10,H,NA,might_probably
50001602,1,11,L,NA,might_probably
50001602,1,12,HL,NA,might_probably
50001602,1,13,LH,NA,may_certainly
50001602,1,14,H,NA,may_certainly
50001602,1,15,L,NA,may_certainly
50001602,1,16,HL,NA,may_certainly
50001602,1,1,H,NA,must_probably
50001602,1,2,L,NA,must_probably
50001602,1,3,HL,NA,must_probably
50001602,1,4,LH,NA,must_probably
50001602,1,5,H,NA,would_possibly
50001602,1,6,L,NA,would_possibly
50001602,1,7,HL,NA,would_possibly
50001602,1,8,LH,NA,would_possibly
50001602,1,9,H,NA,might_probably
50001602,1,10,L,NA,might_probably
50001602,1,11,HL,NA,might_probably
50001602,1,12,LH,NA,might_probably
50001602,1,13,H,NA,may_certainly
50001602,1,14,L,NA,may_certainly
50001602,1,15,HL,NA,may_certainly
50001602,1,16,LH,NA,may_certainly
50001602,1,1,L,NA,must_probably
50001602,1,2,HL,NA,must_probably
50001602,1,3,LH,NA,must_probably
50001602,1,4,H,NA,must_probably
50001602,1,5,L,NA,would_possibly
50001602,1,6,HL,NA,would_possibly
50001602,1,7,LH,NA,would_possibly
50001602,1,8,H,NA,would_possibly
50001602,1,9,L,NA,might_probably
50001602,1,10,HL,NA,might_probably
50001602,1,11,LH,NA,might_probably
50001602,1,12,H,NA,might_probably
50001602,1,13,L,NA,may_certainly
50001602,1,14,HL,NA,may_certainly
50001602,1,15,LH,NA,may_certainly
50001602,1,16,H,NA,may_certainly
97693982,2,1,HL,NA,must_probably
97693982,2,2,LH,NA,must_probably
97693982,2,3,H,NA,must_probably
97693982,2,4,L,NA,must_probably
97693982,2,5,HL,NA,would_possibly
97693982,2,6,LH,NA,would_possibly
97693982,2,7,H,NA,would_possibly
97693982,2,8,L,NA,would_possibly
97693982,2,9,HL,NA,might_probably
97693982,2,10,LH,NA,might_probably
97693982,2,11,H,NA,might_probably
97693982,2,12,L,NA,might_probably
97693982,2,13,HL,NA,may_certainly
97693982,2,14,LH,NA,may_certainly
97693982,2,15,H,NA,may_certainly
97693982,2,16,L,NA,may_certainly
97693982,2,1,LH,76,must_probably
97693982,2,2,H,76,must_probably
97693982,2,3,L,61,must_probably
97693982,2,4,HL,77,must_probably
97693982,2,5,LH,30,would_possibly
97693982,2,6,H,100,would_possibly
97693982,2,7,L,50,would_possibly
97693982,2,8,HL,57,would_possibly
97693982,2,9,LH,81,might_probably
97693982,2,10,H,76,might_probably
97693982,2,11,L,50,might_probably
97693982,2,12,HL,57,might_probably
97693982,2,13,LH,70,may_certainly
97693982,2,14,H,100,may_certainly
97693982,2,15,L,35,may_certainly
97693982,2,16,HL,93,may_certainly
97693982,2,1,H,NA,must_probably
97693982,2,2,L,NA,must_probably
97693982,2,3,HL,NA,must_probably
97693982,2,4,LH,NA,must_probably
97693982,2,5,H,NA,would_possibly
97693982,2,6,L,NA,would_possibly
97693982,2,7,HL,NA,would_possibly
97693982,2,8,LH,NA,would_possibly
97693982,2,9,H,NA,might_probably
97693982,2,10,L,NA,might_probably
97693982,2,11,HL,NA,might_probably
97693982,2,12,LH,NA,might_probably
97693982,2,13,H,NA,may_certainly
97693982,2,14,L,NA,may_certainly
97693982,2,15,HL,NA,may_certainly
97693982,2,16,LH,NA,may_certainly
97693982,2,1,L,NA,must_probably
97693982,2,2,HL,NA,must_probably
97693982,2,3,LH,NA,must_probably
97693982,2,4,H,NA,must_probably
97693982,2,5,L,NA,would_possibly
97693982,2,6,HL,NA,would_possibly
97693982,2,7,LH,NA,would_possibly
97693982,2,8,H,NA,would_possibly
97693982,2,9,L,NA,might_probably
97693982,2,10,HL,NA,might_probably
97693982,2,11,LH,NA,might_probably
97693982,2,12,H,NA,might_probably
97693982,2,13,L,NA,may_certainly
97693982,2,14,HL,NA,may_certainly
97693982,2,15,LH,NA,may_certainly
97693982,2,16,H,NA,may_certainly
48784158,3,1,HL,NA,must_probably
48784158,3,2,LH,NA,must_probably
48784158,3,3,H,NA,must_probably
48784158,3,4,L,NA,must_probably
48784158,3,5,HL,NA,would_possibly
48784158,3,6,LH,NA,would_possibly
48784158,3,7,H,NA,would_possibly
48784158,3,8,L,NA,would_possibly
48784158,3,9,HL,NA,might_probably
48784158,3,10,LH,NA,might_probably
48784158,3,11,H,NA,might_probably
48784158,3,12,L,NA,might_probably
48784158,3,13,HL,NA,may_certainly
48784158,3,14,LH,NA,may_certainly
48784158,3,15,H,NA,may_certainly
48784158,3,16,L,NA,may_certainly
48784158,3,1,LH,NA,must_probably
48784158,3,2,H,NA,must_probably
48784158,3,3,L,NA,must_probably
48784158,3,4,HL,NA,must_probably
48784158,3,5,LH,NA,would_possibly
48784158,3,6,H,NA,would_possibly
48784158,3,7,L,NA,would_possibly
48784158,3,8,HL,NA,would_possibly
48784158,3,9,LH,NA,might_probably
48784158,3,10,H,NA,might_probably
48784158,3,11,L,NA,might_probably
48784158,3,12,HL,NA,might_probably
48784158,3,13,LH,NA,may_certainly
48784158,3,14,H,NA,may_certainly
48784158,3,15,L,NA,may_certainly
48784158,3,16,HL,NA,may_certainly
48784158,3,1,H,72,must_probably
48784158,3,2,L,74,must_probably
48784158,3,3,HL,74,must_probably
48784158,3,4,LH,56,must_probably
48784158,3,5,H,88,would_possibly
48784158,3,6,L,32,would_possibly
48784158,3,7,HL,53,would_possibly
48784158,3,8,LH,30,would_possibly
48784158,3,9,H,79,might_probably
48784158,3,10,L,46,might_probably
48784158,3,11,HL,48,might_probably
48784158,3,12,LH,23,might_probably
48784158,3,13,H,87,may_certainly
48784158,3,14,L,37,may_certainly
48784158,3,15,HL,72,may_certainly
48784158,3,16,LH,56,may_certainly
48784158,3,1,L,NA,must_probably
48784158,3,2,HL,NA,must_probably
48784158,3,3,LH,NA,must_probably
48784158,3,4,H,NA,must_probably
48784158,3,5,L,NA,would_possibly
48784158,3,6,HL,NA,would_possibly
48784158,3,7,LH,NA,would_possibly
48784158,3,8,H,NA,would_possibly
48784158,3,9,L,NA,might_probably
48784158,3,10,HL,NA,might_probably
48784158,3,11,LH,NA,might_probably
48784158,3,12,H,NA,might_probably
48784158,3,13,L,NA,may_certainly
48784158,3,14,HL,NA,may_certainly
48784158,3,15,LH,NA,may_certainly
48784158,3,16,H,NA,may_certainly
35843956,3,1,HL,NA,must_probably
35843956,3,2,LH,NA,must_probably
35843956,3,3,H,NA,must_probably
35843956,3,4,L,NA,must_probably
35843956,3,5,HL,NA,would_possibly
35843956,3,6,LH,NA,would_possibly
35843956,3,7,H,NA,would_possibly
35843956,3,8,L,NA,would_possibly
35843956,3,9,HL,NA,might_probably
35843956,3,10,LH,NA,might_probably
35843956,3,11,H,NA,might_probably
35843956,3,12,L,NA,might_probably
35843956,3,13,HL,NA,may_certainly
35843956,3,14,LH,NA,may_certainly
35843956,3,15,H,NA,may_certainly
35843956,3,16,L,NA,may_certainly
35843956,3,1,LH,NA,must_probably
35843956,3,2,H,NA,must_probably
35843956,3,3,L,NA,must_probably
35843956,3,4,HL,NA,must_probably
35843956,3,5,LH,NA,would_possibly
35843956,3,6,H,NA,would_possibly
35843956,3,7,L,NA,would_possibly
35843956,3,8,HL,NA,would_possibly
35843956,3,9,LH,NA,might_probably
35843956,3,10,H,NA,might_probably
35843956,3,11,L,NA,might_probably
35843956,3,12,HL,NA,might_probably
35843956,3,13,LH,NA,may_certainly
35843956,3,14,H,NA,may_certainly
35843956,3,15,L,NA,may_certainly
35843956,3,16,HL,NA,may_certainly
35843956,3,1,H,51,must_probably
35843956,3,2,L,50,must_probably
35843956,3,3,HL,60,must_probably
35843956,3,4,LH,59,must_probably
35843956,3,5,H,100,would_possibly
35843956,3,6,L,53,would_possibly
35843956,3,7,HL,72,would_possibly
35843956,3,8,LH,41,would_possibly
35843956,3,9,H,68,might_probably
35843956,3,10,L,38,might_probably
35843956,3,11,HL,50,might_probably
35843956,3,12,LH,50,might_probably
35843956,3,13,H,96,may_certainly
35843956,3,14,L,38,may_certainly
35843956,3,15,HL,80,may_certainly
35843956,3,16,LH,50,may_certainly
35843956,3,1,L,NA,must_probably
35843956,3,2,HL,NA,must_probably
35843956,3,3,LH,NA,must_probably
35843956,3,4,H,NA,must_probably
35843956,3,5,L,NA,would_possibly
35843956,3,6,HL,NA,would_possibly
35843956,3,7,LH,NA,would_possibly
35843956,3,8,H,NA,would_possibly
35843956,3,9,L,NA,might_probably
35843956,3,10,HL,NA,might_probably
35843956,3,11,LH,NA,might_probably
35843956,3,12,H,NA,might_probably
35843956,3,13,L,NA,may_certainly
35843956,3,14,HL,NA,may_certainly
35843956,3,15,LH,NA,may_certainly
35843956,3,16,H,NA,may_certainly
73503237,4,1,HL,NA,must_probably
73503237,4,2,LH,NA,must_probably
73503237,4,3,H,NA,must_probably
73503237,4,4,L,NA,must_probably
73503237,4,5,HL,NA,would_possibly
73503237,4,6,LH,NA,would_possibly
73503237,4,7,H,NA,would_possibly
73503237,4,8,L,NA,would_possibly
73503237,4,9,HL,NA,might_probably
73503237,4,10,LH,NA,might_probably
73503237,4,11,H,NA,might_probably
73503237,4,12,L,NA,might_probably
73503237,4,13,HL,NA,may_certainly
73503237,4,14,LH,NA,may_certainly
73503237,4,15,H,NA,may_certainly
73503237,4,16,L,NA,may_certainly
73503237,4,1,LH,NA,must_probably
73503237,4,2,H,NA,must_probably
73503237,4,3,L,NA,must_probably
73503237,4,4,HL,NA,must_probably
73503237,4,5,LH,NA,would_possibly
73503237,4,6,H,NA,would_possibly
73503237,4,7,L,NA,would_possibly
73503237,4,8,HL,NA,would_possibly
73503237,4,9,LH,NA,might_probably
73503237,4,10,H,NA,might_probably
73503237,4,11,L,NA,might_probably
73503237,4,12,HL,NA,might_probably
73503237,4,13,LH,NA,may_certainly
73503237,4,14,H,NA,may_certainly
73503237,4,15,L,NA,may_certainly
73503237,4,16,HL,NA,may_certainly
73503237,4,1,H,NA,must_probably
73503237,4,2,L,NA,must_probably
73503237,4,3,HL,NA,must_probably
73503237,4,4,LH,NA,must_probably
73503237,4,5,H,NA,would_possibly
73503237,4,6,L,NA,would_possibly
73503237,4,7,HL,NA,would_possibly
73503237,4,8,LH,NA,would_possibly
73503237,4,9,H,NA,might_probably
73503237,4,10,L,NA,might_probably
73503237,4,11,HL,NA,might_probably
73503237,4,12,LH,NA,might_probably
73503237,4,13,H,NA,may_certainly
73503237,4,14,L,NA,may_certainly
73503237,4,15,HL,NA,may_certainly
73503237,4,16,LH,NA,may_certainly
73503237,4,1,L,70,must_probably
73503237,4,2,HL,70,must_probably
73503237,4,3,LH,70,must_probably
73503237,4,4,H,100,must_probably
73503237,4,5,L,51,would_possibly
73503237,4,6,HL,21,would_possibly
73503237,4,7,LH,51,would_possibly
73503237,4,8,H,30,would_possibly
73503237,4,9,L,51,might_probably
73503237,4,10,HL,50,might_probably
73503237,4,11,LH,50,might_probably
73503237,4,12,H,60,might_probably
73503237,4,13,L,50,may_certainly
73503237,4,14,HL,80,may_certainly
73503237,4,15,LH,80,may_certainly
73503237,4,16,H,100,may_certainly
82660542,2,1,HL,NA,must_probably
82660542,2,2,LH,NA,must_probably
82660542,2,3,H,NA,must_probably
82660542,2,4,L,NA,must_probably
82660542,2,5,HL,NA,would_possibly
82660542,2,6,LH,NA,would_possibly
82660542,2,7,H,NA,would_possibly
82660542,2,8,L,NA,would_possibly
82660542,2,9,HL,NA,might_probably
82660542,2,10,LH,NA,might_probably
82660542,2,11,H,NA,might_probably
82660542,2,12,L,NA,might_probably
82660542,2,13,HL,NA,may_certainly
82660542,2,14,LH,NA,may_certainly
82660542,2,15,H,NA,may_certainly
82660542,2,16,L,NA,may_certainly
82660542,2,1,LH,40,must_probably
82660542,2,2,H,100,must_probably
82660542,2,3,L,40,must_probably
82660542,2,4,HL,30,must_probably
82660542,2,5,LH,40,would_possibly
82660542,2,6,H,100,would_possibly
82660542,2,7,L,50,would_possibly
82660542,2,8,HL,50,would_possibly
82660542,2,9,LH,30,might_probably
82660542,2,10,H,70,might_probably
82660542,2,11,L,30,might_probably
82660542,2,12,HL,40,might_probably
82660542,2,13,LH,100,may_certainly
82660542,2,14,H,100,may_certainly
82660542,2,15,L,100,may_certainly
82660542,2,16,HL,100,may_certainly
82660542,2,1,H,NA,must_probably
82660542,2,2,L,NA,must_probably
82660542,2,3,HL,NA,must_probably
82660542,2,4,LH,NA,must_probably
82660542,2,5,H,NA,would_possibly
82660542,2,6,L,NA,would_possibly
82660542,2,7,HL,NA,would_possibly
82660542,2,8,LH,NA,would_possibly
82660542,2,9,H,NA,might_probably
82660542,2,10,L,NA,might_probably
82660542,2,11,HL,NA,might_probably
82660542,2,12,LH,NA,might_probably
82660542,2,13,H,NA,may_certainly
82660542,2,14,L,NA,may_certainly
82660542,2,15,HL,NA,may_certainly
82660542,2,16,LH,NA,may_certainly
82660542,2,1,L,NA,must_probably
82660542,2,2,HL,NA,must_probably
82660542,2,3,LH,NA,must_probably
82660542,2,4,H,NA,must_probably
82660542,2,5,L,NA,would_possibly
82660542,2,6,HL,NA,would_possibly
82660542,2,7,LH,NA,would_possibly
82660542,2,8,H,NA,would_possibly
82660542,2,9,L,NA,might_probably
82660542,2,10,HL,NA,might_probably
82660542,2,11,LH,NA,might_probably
82660542,2,12,H,NA,might_probably
82660542,2,13,L,NA,may_certainly
82660542,2,14,HL,NA,may_certainly
82660542,2,15,LH,NA,may_certainly
82660542,2,16,H,NA,may_certainly
81664284,2,1,HL,NA,must_probably
81664284,2,2,LH,NA,must_probably
81664284,2,3,H,NA,must_probably
81664284,2,4,L,NA,must_probably
81664284,2,5,HL,NA,would_possibly
81664284,2,6,LH,NA,would_possibly
81664284,2,7,H,NA,would_possibly
81664284,2,8,L,NA,would_possibly
81664284,2,9,HL,NA,might_probably
81664284,2,10,LH,NA,might_probably
81664284,2,11,H,NA,might_probably
81664284,2,12,L,NA,might_probably
81664284,2,13,HL,NA,may_certainly
81664284,2,14,LH,NA,may_certainly
81664284,2,15,H,NA,may_certainly
81664284,2,16,L,NA,may_certainly
81664284,2,1,LH,80,must_probably
81664284,2,2,H,80,must_probably
81664284,2,3,L,70,must_probably
81664284,2,4,HL,80,must_probably
81664284,2,5,LH,80,would_possibly
81664284,2,6,H,90,would_possibly
81664284,2,7,L,70,would_possibly
81664284,2,8,HL,80,would_possibly
81664284,2,9,LH,80,might_probably
81664284,2,10,H,60,might_probably
81664284,2,11,L,70,might_probably
81664284,2,12,HL,80,might_probably
81664284,2,13,LH,70,may_certainly
81664284,2,14,H,100,may_certainly
81664284,2,15,L,70,may_certainly
81664284,2,16,HL,100,may_certainly
81664284,2,1,H,NA,must_probably
81664284,2,2,L,NA,must_probably
81664284,2,3,HL,NA,must_probably
81664284,2,4,LH,NA,must_probably
81664284,2,5,H,NA,would_possibly
81664284,2,6,L,NA,would_possibly
81664284,2,7,HL,NA,would_possibly
81664284,2,8,LH,NA,would_possibly
81664284,2,9,H,NA,might_probably
81664284,2,10,L,NA,might_probably
81664284,2,11,HL,NA,might_probably
81664284,2,12,LH,NA,might_probably
81664284,2,13,H,NA,may_certainly
81664284,2,14,L,NA,may_certainly
81664284,2,15,HL,NA,may_certainly
81664284,2,16,LH,NA,may_certainly
81664284,2,1,L,NA,must_probably
81664284,2,2,HL,NA,must_probably
81664284,2,3,LH,NA,must_probably
81664284,2,4,H,NA,must_probably
81664284,2,5,L,NA,would_possibly
81664284,2,6,HL,NA,would_possibly
81664284,2,7,LH,NA,would_possibly
81664284,2,8,H,NA,would_possibly
81664284,2,9,L,NA,might_probably
81664284,2,10,HL,NA,might_probably
81664284,2,11,LH,NA,might_probably
81664284,2,12,H,NA,might_probably
81664284,2,13,L,NA,may_certainly
81664284,2,14,HL,NA,may_certainly
81664284,2,15,LH,NA,may_certainly
81664284,2,16,H,NA,may_certainly
52233048,1,1,HL,73,must_probably
52233048,1,2,LH,53,must_probably
52233048,1,3,H,76,must_probably
52233048,1,4,L,19,must_probably
52233048,1,5,HL,25,would_possibly
52233048,1,6,LH,64,would_possibly
52233048,1,7,H,77,would_possibly
52233048,1,8,L,71,would_possibly
52233048,1,9,HL,44,might_probably
52233048,1,10,LH,27,might_probably
52233048,1,11,H,52,might_probably
52233048,1,12,L,58,might_probably
52233048,1,13,HL,54,may_certainly
52233048,1,14,LH,43,may_certainly
52233048,1,15,H,74,may_certainly
52233048,1,16,L,78,may_certainly
52233048,1,1,LH,NA,must_probably
52233048,1,2,H,NA,must_probably
52233048,1,3,L,NA,must_probably
52233048,1,4,HL,NA,must_probably
52233048,1,5,LH,NA,would_possibly
52233048,1,6,H,NA,would_possibly
52233048,1,7,L,NA,would_possibly
52233048,1,8,HL,NA,would_possibly
52233048,1,9,LH,NA,might_probably
52233048,1,10,H,NA,might_probably
52233048,1,11,L,NA,might_probably
52233048,1,12,HL,NA,might_probably
52233048,1,13,LH,NA,may_certainly
52233048,1,14,H,NA,may_certainly
52233048,1,15,L,NA,may_certainly
52233048,1,16,HL,NA,may_certainly
52233048,1,1,H,NA,must_probably
52233048,1,2,L,NA,must_probably
52233048,1,3,HL,NA,must_probably
52233048,1,4,LH,NA,must_probably
52233048,1,5,H,NA,would_possibly
52233048,1,6,L,NA,would_possibly
52233048,1,7,HL,NA,would_possibly
52233048,1,8,LH,NA,would_possibly
52233048,1,9,H,NA,might_probably
52233048,1,10,L,NA,might_probably
52233048,1,11,HL,NA,might_probably
52233048,1,12,LH,NA,might_probably
52233048,1,13,H,NA,may_certainly
52233048,1,14,L,NA,may_certainly
52233048,1,15,HL,NA,may_certainly
52233048,1,16,LH,NA,may_certainly
52233048,1,1,L,NA,must_probably
52233048,1,2,HL,NA,must_probably
52233048,1,3,LH,NA,must_probably
52233048,1,4,H,NA,must_probably
52233048,1,5,L,NA,would_possibly
52233048,1,6,HL,NA,would_possibly
52233048,1,7,LH,NA,would_possibly
52233048,1,8,H,NA,would_possibly
52233048,1,9,L,NA,might_probably
52233048,1,10,HL,NA,might_probably
52233048,1,11,LH,NA,might_probably
52233048,1,12,H,NA,might_probably
52233048,1,13,L,NA,may_certainly
52233048,1,14,HL,NA,may_certainly
52233048,1,15,LH,NA,may_certainly
52233048,1,16,H,NA,may_certainly
3737047,4,1,HL,NA,must_probably
3737047,4,2,LH,NA,must_probably
3737047,4,3,H,NA,must_probably
3737047,4,4,L,NA,must_probably
3737047,4,5,HL,NA,would_possibly
3737047,4,6,LH,NA,would_possibly
3737047,4,7,H,NA,would_possibly
3737047,4,8,L,NA,would_possibly
3737047,4,9,HL,NA,might_probably
3737047,4,10,LH,NA,might_probably
3737047,4,11,H,NA,might_probably
3737047,4,12,L,NA,might_probably
3737047,4,13,HL,NA,may_certainly
3737047,4,14,LH,NA,may_certainly
3737047,4,15,H,NA,may_certainly
3737047,4,16,L,NA,may_certainly
3737047,4,1,LH,NA,must_probably
3737047,4,2,H,NA,must_probably
3737047,4,3,L,NA,must_probably
3737047,4,4,HL,NA,must_probably
3737047,4,5,LH,NA,would_possibly
3737047,4,6,H,NA,would_possibly
3737047,4,7,L,NA,would_possibly
3737047,4,8,HL,NA,would_possibly
3737047,4,9,LH,NA,might_probably
3737047,4,10,H,NA,might_probably
3737047,4,11,L,NA,might_probably
3737047,4,12,HL,NA,might_probably
3737047,4,13,LH,NA,may_certainly
3737047,4,14,H,NA,may_certainly
3737047,4,15,L,NA,may_certainly
3737047,4,16,HL,NA,may_certainly
3737047,4,1,H,NA,must_probably
3737047,4,2,L,NA,must_probably
3737047,4,3,HL,NA,must_probably
3737047,4,4,LH,NA,must_probably
3737047,4,5,H,NA,would_possibly
3737047,4,6,L,NA,would_possibly
3737047,4,7,HL,NA,would_possibly
3737047,4,8,LH,NA,would_possibly
3737047,4,9,H,NA,might_probably
3737047,4,10,L,NA,might_probably
3737047,4,11,HL,NA,might_probably
3737047,4,12,LH,NA,might_probably
3737047,4,13,H,NA,may_certainly
3737047,4,14,L,NA,may_certainly
3737047,4,15,HL,NA,may_certainly
3737047,4,16,LH,NA,may_certainly
3737047,4,1,L,60,must_probably
3737047,4,2,HL,80,must_probably
3737047,4,3,LH,70,must_probably
3737047,4,4,H,70,must_probably
3737047,4,5,L,50,would_possibly
3737047,4,6,HL,50,would_possibly
3737047,4,7,LH,30,would_possibly
3737047,4,8,H,90,would_possibly
3737047,4,9,L,50,might_probably
3737047,4,10,HL,60,might_probably
3737047,4,11,LH,60,might_probably
3737047,4,12,H,60,might_probably
3737047,4,13,L,70,may_certainly
3737047,4,14,HL,40,may_certainly
3737047,4,15,LH,60,may_certainly
3737047,4,16,H,90,may_certainly
51485554,1,1,HL,71,must_probably
51485554,1,2,LH,64,must_probably
51485554,1,3,H,69,must_probably
51485554,1,4,L,62,must_probably
51485554,1,5,HL,61,would_possibly
51485554,1,6,LH,59,would_possibly
51485554,1,7,H,64,would_possibly
51485554,1,8,L,67,would_possibly
51485554,1,9,HL,48,might_probably
51485554,1,10,LH,61,might_probably
51485554,1,11,H,55,might_probably
51485554,1,12,L,49,might_probably
51485554,1,13,HL,64,may_certainly
51485554,1,14,LH,64,may_certainly
51485554,1,15,H,61,may_certainly
51485554,1,16,L,70,may_certainly
51485554,1,1,LH,NA,must_probably
51485554,1,2,H,NA,must_probably
51485554,1,3,L,NA,must_probably
51485554,1,4,HL,NA,must_probably
51485554,1,5,LH,NA,would_possibly
51485554,1,6,H,NA,would_possibly
51485554,1,7,L,NA,would_possibly
51485554,1,8,HL,NA,would_possibly
51485554,1,9,LH,NA,might_probably
51485554,1,10,H,NA,might_probably
51485554,1,11,L,NA,might_probably
51485554,1,12,HL,NA,might_probably
51485554,1,13,LH,NA,may_certainly
51485554,1,14,H,NA,may_certainly
51485554,1,15,L,NA,may_certainly
51485554,1,16,HL,NA,may_certainly
51485554,1,1,H,NA,must_probably
51485554,1,2,L,NA,must_probably
51485554,1,3,HL,NA,must_probably
51485554,1,4,LH,NA,must_probably
51485554,1,5,H,NA,would_possibly
51485554,1,6,L,NA,would_possibly
51485554,1,7,HL,NA,would_possibly
51485554,1,8,LH,NA,would_possibly
51485554,1,9,H,NA,might_probably
51485554,1,10,L,NA,might_probably
51485554,1,11,HL,NA,might_probably
51485554,1,12,LH,NA,might_probably
51485554,1,13,H,NA,may_certainly
51485554,1,14,L,NA,may_certainly
51485554,1,15,HL,NA,may_certainly
51485554,1,16,LH,NA,may_certainly
51485554,1,1,L,NA,must_probably
51485554,1,2,HL,NA,must_probably
51485554,1,3,LH,NA,must_probably
51485554,1,4,H,NA,must_probably
51485554,1,5,L,NA,would_possibly
51485554,1,6,HL,NA,would_possibly
51485554,1,7,LH,NA,would_possibly
51485554,1,8,H,NA,would_possibly
51485554,1,9,L,NA,might_probably
51485554,1,10,HL,NA,might_probably
51485554,1,11,LH,NA,might_probably
51485554,1,12,H,NA,might_probably
51485554,1,13,L,NA,may_certainly
51485554,1,14,HL,NA,may_certainly
51485554,1,15,LH,NA,may_certainly
51485554,1,16,H,NA,may_certainly
59158672,2,1,HL,NA,must_probably
59158672,2,2,LH,NA,must_probably
59158672,2,3,H,NA,must_probably
59158672,2,4,L,NA,must_probably
59158672,2,5,HL,NA,would_possibly
59158672,2,6,LH,NA,would_possibly
59158672,2,7,H,NA,would_possibly
59158672,2,8,L,NA,would_possibly
59158672,2,9,HL,NA,might_probably
59158672,2,10,LH,NA,might_probably
59158672,2,11,H,NA,might_probably
59158672,2,12,L,NA,might_probably
59158672,2,13,HL,NA,may_certainly
59158672,2,14,LH,NA,may_certainly
59158672,2,15,H,NA,may_certainly
59158672,2,16,L,NA,may_certainly
59158672,2,1,LH,30,must_probably
59158672,2,2,H,50,must_probably
59158672,2,3,L,10,must_probably
59158672,2,4,HL,30,must_probably
59158672,2,5,LH,50,would_possibly
59158672,2,6,H,100,would_possibly
59158672,2,7,L,70,would_possibly
59158672,2,8,HL,60,would_possibly
59158672,2,9,LH,80,might_probably
59158672,2,10,H,30,might_probably
59158672,2,11,L,10,might_probably
59158672,2,12,HL,30,might_probably
59158672,2,13,LH,100,may_certainly
59158672,2,14,H,100,may_certainly
59158672,2,15,L,10,may_certainly
59158672,2,16,HL,100,may_certainly
59158672,2,1,H,NA,must_probably
59158672,2,2,L,NA,must_probably
59158672,2,3,HL,NA,must_probably
59158672,2,4,LH,NA,must_probably
59158672,2,5,H,NA,would_possibly
59158672,2,6,L,NA,would_possibly
59158672,2,7,HL,NA,would_possibly
59158672,2,8,LH,NA,would_possibly
59158672,2,9,H,NA,might_probably
59158672,2,10,L,NA,might_probably
59158672,2,11,HL,NA,might_probably
59158672,2,12,LH,NA,might_probably
59158672,2,13,H,NA,may_certainly
59158672,2,14,L,NA,may_certainly
59158672,2,15,HL,NA,may_certainly
59158672,2,16,LH,NA,may_certainly
59158672,2,1,L,NA,must_probably
59158672,2,2,HL,NA,must_probably
59158672,2,3,LH,NA,must_probably
59158672,2,4,H,NA,must_probably
59158672,2,5,L,NA,would_possibly
59158672,2,6,HL,NA,would_possibly
59158672,2,7,LH,NA,would_possibly
59158672,2,8,H,NA,would_possibly
59158672,2,9,L,NA,might_probably
59158672,2,10,HL,NA,might_probably
59158672,2,11,LH,NA,might_probably
59158672,2,12,H,NA,might_probably
59158672,2,13,L,NA,may_certainly
59158672,2,14,HL,NA,may_certainly
59158672,2,15,LH,NA,may_certainly
59158672,2,16,H,NA,may_certainly
53131418,4,1,HL,NA,must_probably
53131418,4,2,LH,NA,must_probably
53131418,4,3,H,NA,must_probably
53131418,4,4,L,NA,must_probably
53131418,4,5,HL,NA,would_possibly
53131418,4,6,LH,NA,would_possibly
53131418,4,7,H,NA,would_possibly
53131418,4,8,L,NA,would_possibly
53131418,4,9,HL,NA,might_probably
53131418,4,10,LH,NA,might_probably
53131418,4,11,H,NA,might_probably
53131418,4,12,L,NA,might_probably
53131418,4,13,HL,NA,may_certainly
53131418,4,14,LH,NA,may_certainly
53131418,4,15,H,NA,may_certainly
53131418,4,16,L,NA,may_certainly
53131418,4,1,LH,NA,must_probably
53131418,4,2,H,NA,must_probably
53131418,4,3,L,NA,must_probably
53131418,4,4,HL,NA,must_probably
53131418,4,5,LH,NA,would_possibly
